equipment_id,equipment_name,equipment_type,count,section,ready,damaged,operational_readiness
BRI_DINGO_SCOUT_CAR,Dingo Scout Car,armored_cars,24,armored_cars,23,1,95
BRI_HUMBER_ARMOURED_CAR_MK_II,Humber Armoured Car Mk II,armored_cars,24,armored_cars,23,1,95
BRI_BEDFORD_QL_3_TON,Bedford QL 3-ton,trucks,859,trucks,859,0,100
BRI_MORRIS_COMMERCIAL_C8,Morris Commercial C8,trucks,621,trucks,621,0,100
BRI_AUSTIN_K2,Austin K2,trucks,542,trucks,542,0,100
BRI_GUY_QUAD_ANT_15_CWT,Guy Quad-Ant 15 cwt,trucks,293,trucks,293,0,100
BRI_VARIOUS_SUPPLY/WORKSHOP_TRUCKS,Various supply/workshop trucks,trucks,182,trucks,182,0,100
BRI_NORTON_16H,Norton 16H,motorcycles,147,motorcycles,147,0,100
BRI_BSA_M20,BSA M20,motorcycles,124,motorcycles,124,0,100
BRI_QF_25_POUNDER_MK_II,QF 25-pounder Mk II,field_artillery,48,field_artillery,48,0,100
BRI_QF_6_POUNDER_(57MM)_MK_II,QF 6-pounder (57mm) Mk II,anti_tank,30,anti_tank,30,0,100
BRI_QF_17_POUNDER_(76.2MM),QF 17-pounder (76.2mm),anti_tank,24,anti_tank,24,0,100
BRI_BOFORS_40MM,Bofors 40mm,anti_aircraft,36,anti_aircraft,36,0,100
BRI_20MM_POLSTEN,20mm Polsten,anti_aircraft,18,anti_aircraft,18,0,100
