equipment_id,equipment_name,equipment_type,count,section,ready,damaged,operational_readiness
ITA_M13/40,M13/40,tanks,146,tanks,128,18,87
ITA_M14/41,M14/41,tanks,18,tanks,16,2,88
ITA_L6/40,L6/40,tanks,16,tanks,14,2,87
ITA_L3/35,L3/35,tanks,18,tanks,14,4,77
ITA_AB41,AB41,armored_cars,22,armored_cars,20,2,90
ITA_AB40,AB40,armored_cars,14,armored_cars,12,2,85
ITA_FIAT_634N,Fiat 634N,trucks,572,trucks,572,0,100
ITA_FIAT_626,Fiat 626,trucks,392,trucks,392,0,100
ITA_LANCIA_3RO,Lancia 3Ro,trucks,364,trucks,364,0,100
ITA_SPA_38R,SPA 38R,trucks,160,trucks,160,0,100
ITA_BRITISH_CAPTURED,British Captured,trucks,114,trucks,114,0,100
ITA_MOTO_GUZZI_ALCE,Moto Guzzi Alce,motorcycles,256,motorcycles,224,32,87
ITA_BIANCHI_SUPERMIL,Bianchi Supermil,motorcycles,148,motorcycles,132,16,89
ITA_BIANCHI_M35,Bianchi M35,motorcycles,74,motorcycles,66,8,89
ITA_GUZZI_TRIALCE,Guzzi Trialce,motorcycles,46,motorcycles,38,8,82
ITA_ANSALDO_75MM/27_MOD_1911,Ansaldo 75mm/27 Mod 1911,field_artillery,46,field_artillery,46,0,100
ITA_OBICE_DA_100/17_MOD_1914,Obice da 100/17 Mod 1914,field_artillery,18,field_artillery,18,0,100
ITA_CANNONE_DA_47/32_MOD_1935,Cannone da 47/32 Mod 1935,anti_tank,76,anti_tank,70,6,92
ITA_CANNONE_DA_90/53_MOD_1939,Cannone da 90/53 Mod 1939,anti_aircraft,4,anti_aircraft,4,0,100
ITA_BREDA_20MM/65_MOD_1935,Breda 20mm/65 Mod 1935,anti_aircraft,30,anti_aircraft,28,2,93
