equipment_id,equipment_name,equipment_type,count,section,ready,damaged,operational_readiness
FRE_SOMUA_S35,Somua S35,tanks,10,tanks,8,2,80
FRE_M3_STUART_(LEND_LEASE),M3 Stuart (Lend-Lease),tanks,6,tanks,4,2,66
FRE_HOTCHKISS_H39,Hotchkiss H39,tanks,8,tanks,6,2,75
FRE_RENAULT_R35,Renault R35,tanks,4,tanks,3,1,75
FRE_PANHARD_178,Panhard 178,armored_cars,14,armored_cars,11,3,78
FRE_WHITE_LAFFLY_AMD_50,White-Laffly AMD 50,armored_cars,8,armored_cars,6,2,75
FRE_RENAULT_AGC/AGK/AGP,Renault AGC/AGK/AGP,trucks,105,trucks,72,33,68
FRE_LAFFLY_V15T,Laffly V15T,trucks,62,trucks,45,17,72
FRE_GMC_CCKW_(LEND_LEASE),GMC CCKW (Lend-Lease),trucks,48,trucks,44,4,91
FRE_DODGE_WC_SERIES_(LEND_LEASE),Dodge WC series (Lend-Lease),trucks,80,trucks,68,12,85
FRE_GNOME_RHÔNE_AX2,Gnome-Rhône AX2,motorcycles,28,motorcycles,21,7,75
FRE_PEUGEOT_515,Peugeot 515,motorcycles,14,motorcycles,10,4,71
