equipment_id,equipment_name,equipment_type,count,section,ready,damaged,operational_readiness
GER_SDKFZ_222,SdKfz 222,armored_cars,12,armored_cars,9,3,75
GER_SDKFZ_231,SdKfz 231,armored_cars,20,armored_cars,16,4,80
GER_SDKFZ_250,SdKfz 250,halftracks,18,halftracks,14,4,77
GER_SDKFZ_251,SdKfz 251,halftracks,27,halftracks,22,5,81
GER_OPEL_BLITZ_3_TON,Opel Blitz 3-ton,trucks,520,trucks,520,0,100
GER_MERCEDES_BENZ_L3000,Mercedes-Benz L3000,trucks,280,trucks,280,0,100
GER_CAPTURED_ITALIAN_TRUCKS,Captured Italian trucks,trucks,180,trucks,180,0,100
GER_BMW_R75,BMW R75,motorcycles,85,motorcycles,85,0,100
GER_ZÜNDAPP_KS750,Zündapp KS750,motorcycles,92,motorcycles,92,0,100
GER_DKW_NZ_350,DKW NZ 350,motorcycles,68,motorcycles,68,0,100
