equipment_id,equipment_name,equipment_type,count,section,ready,damaged,operational_readiness
GER_PANZER_III_AUSF_H,Panzer III Ausf H,tanks,36,tanks,32,4,88
GER_PANZER_III_AUSF_J,Panzer III Ausf J,tanks,48,tanks,42,6,87
GER_PANZER_IV_AUSF_E,Panzer IV Ausf E,tanks,12,tanks,10,2,83
GER_PANZER_IV_AUSF_F1,Panzer IV Ausf F1,tanks,23,tanks,19,4,82
GER_PANZER_II_AUSF_C,Panzer II Ausf C,tanks,38,tanks,30,8,78
GER_PANZER_I_AUSF_B,Panzer I Ausf B,tanks,8,tanks,6,2,75
GER_OPEL_BLITZ_3_TON,Opel Blitz 3-ton,trucks,35,trucks,35,0,100
GER_MERCEDES_BENZ_L3000,Mercedes-Benz L3000,trucks,17,trucks,17,0,100
GER_HORCH_KFZ.15,Horch Kfz.15,trucks,10,trucks,10,0,100
GER_BMW_R75_WITH_SIDECAR,BMW R75 with sidecar,motorcycles,14,motorcycles,14,0,100
GER_ZÜNDAPP_KS750,Zündapp KS750,motorcycles,6,motorcycles,6,0,100
