equipment_id,equipment_name,equipment_type,count,section,ready,damaged,operational_readiness
GER_PANZER_IV_AUSF._F2/G_'SPECIAL',Panzer IV Ausf. F2/G 'Special',tanks,13,tanks,13,0,100
GER_PANZER_IV_AUSF._F1,Panzer IV Ausf. F1,tanks,12,tanks,12,0,100
GER_PANZER_III_AUSF._J/L_'SPECIAL',Panzer III Ausf. J/L 'Special',tanks,52,tanks,52,0,100
GER_PANZER_III_AUSF._J,Panzer III Ausf. J,tanks,17,tanks,17,0,100
GER_PANZER_II_AUSF._F,Panzer II Ausf. F,tanks,18,tanks,18,0,100
GER_PANZER_II_(FLAMM),Panzer II (Flamm),tanks,6,tanks,6,0,100
GER_SD.KFZ._222,Sd.Kfz. 222,armored_cars,18,armored_cars,18,0,100
GER_SD.KFZ._231/232,Sd.Kfz. 231/232,armored_cars,16,armored_cars,16,0,100
GER_SD.KFZ._221,Sd.Kfz. 221,armored_cars,8,armored_cars,8,0,100
GER_OPEL_BLITZ_3_TON,Opel Blitz 3-ton,trucks,685,trucks,685,0,100
GER_MERCEDES_BENZ_L3000,Mercedes-Benz L3000,trucks,485,trucks,485,0,100
GER_BÜSSING_NAG_4500A,Büssing-NAG 4500A,trucks,385,trucks,385,0,100
GER_HORCH_KFZ._15,Horch Kfz. 15,trucks,245,trucks,245,0,100
GER_KÜBELWAGEN,Kübelwagen,trucks,185,trucks,185,0,100
GER_BMW_R75,BMW R75,motorcycles,125,motorcycles,125,0,100
GER_ZÜNDAPP_KS_750,Zündapp KS 750,motorcycles,70,motorcycles,70,0,100
