equipment_id,equipment_name,equipment_type,count,section,ready,damaged,operational_readiness
BRI_MARMON_HERRINGTON_MK_II,Marmon-Herrington Mk II,armored_cars,40,armored_cars,38,2,95
BRI_UNIVERSAL_CARRIER,Universal Carrier,armored_cars,12,armored_cars,12,0,100
BRI_FORD/CHEVROLET_CMP,Ford/Chevrolet CMP,trucks,1350,trucks,1320,30,97
BRI_BEDFORD_MW,Bedford MW,trucks,752,trucks,735,17,97
BRI_MORRIS_C8,Morris C8,trucks,464,trucks,450,14,96
BRI_AEC_MATADOR,AEC Matador,trucks,180,trucks,175,5,97
BRI_BSA_M20,BSA M20,motorcycles,195,motorcycles,188,7,96
BRI_NORTON_16H,Norton 16H,motorcycles,127,motorcycles,122,5,96
BRI_ORDNANCE_QF_25_POUNDER,Ordnance QF 25-pounder,field_artillery,72,field_artillery,70,2,97
BRI_ORDNANCE_QF_2_POUNDER,Ordnance QF 2-pounder,anti_tank,40,anti_tank,38,2,95
BRI_ORDNANCE_QF_6_POUNDER,Ordnance QF 6-pounder,anti_tank,12,anti_tank,12,0,100
BRI_BOFORS_40MM,Bofors 40mm,anti_aircraft,40,anti_aircraft,38,2,95
