equipment_id,equipment_name,equipment_type,count,section,ready,damaged,operational_readiness
ITA_M13/40,M13/40,tanks,37,tanks,32,5,86
ITA_AB_41_AUTOBLINDA,AB 41 Autoblinda,armored_cars,24,armored_cars,21,3,87
ITA_FIAT_634N_3_TON,Fiat 634N 3-ton,trucks,380,trucks,380,0,100
ITA_LANCIA_3RO,Lancia 3Ro,trucks,295,trucks,295,0,100
ITA_SPA_38R,SPA 38R,trucks,215,trucks,215,0,100
ITA_MOTO_GUZZI_ALCE,Moto Guzzi Alce,motorcycles,68,motorcycles,68,0,100
ITA_BIANCHI_M35,Bianchi M35,motorcycles,26,motorcycles,26,0,100
ITA_100MM/17_MOD_14_HOWITZER,100mm/17 Mod 14 Howitzer,field_artillery,12,field_artillery,12,0,100
ITA_75MM/27_MOD_06_FIELD_GUN,75mm/27 Mod 06 Field Gun,field_artillery,24,field_artillery,24,0,100
ITA_47MM/32_MOD_35_AT_GUN,47mm/32 Mod 35 AT Gun,anti_tank,32,anti_tank,32,0,100
ITA_20MM/65_BREDA_MOD_35,20mm/65 Breda Mod 35,anti_aircraft,32,anti_aircraft,32,0,100
