equipment_id,equipment_name,equipment_type,count,section,ready,damaged,operational_readiness
GER_PANZER_III_AUSF._J,Panzer III Ausf. J,tanks,45,tanks,38,7,84
GER_PANZER_IV_AUSF._F1,Panzer IV Ausf. F1,tanks,26,tanks,22,4,84
GER_PANZER_II_AUSF._F,Panzer II Ausf. F,tanks,68,tanks,58,10,85
GER_SD.KFZ._222,Sd.Kfz. 222,armored_cars,48,armored_cars,42,6,87
GER_SD.KFZ._231_(8_RAD),Sd.Kfz. 231 (8-rad),armored_cars,28,armored_cars,24,4,85
GER_SD.KFZ._263_(8_RAD),Sd.Kfz. 263 (8-rad),armored_cars,16,armored_cars,14,2,87
GER_SD.KFZ._250,Sd.Kfz. 250,halftracks,85,halftracks,72,13,84
GER_SD.KFZ._251,Sd.Kfz. 251,halftracks,145,halftracks,120,25,82
GER_SD.KFZ._7,Sd.Kfz. 7,halftracks,55,halftracks,48,7,87
GER_SD.KFZ._10,Sd.Kfz. 10,halftracks,30,halftracks,26,4,86
GER_OPEL_BLITZ_3_TON,Opel Blitz 3-ton,trucks,920,trucks,780,140,84
GER_MERCEDES_BENZ_L3000,Mercedes-Benz L3000,trucks,485,trucks,410,75,84
GER_BÜSSING_NAG_4500A,Büssing-NAG 4500A,trucks,285,trucks,240,45,84
GER_HENSCHEL_33,Henschel 33,trucks,160,trucks,135,25,84
GER_BMW_R75,BMW R75,motorcycles,205,motorcycles,175,30,85
GER_ZÜNDAPP_KS_750,Zündapp KS 750,motorcycles,120,motorcycles,102,18,85
GER_DKW_NZ_350,DKW NZ 350,motorcycles,60,motorcycles,51,9,85
GER_10.5CM_LEFH_18,10.5cm leFH 18,field_artillery,36,field_artillery,36,0,100
GER_15CM_SFH_18,15cm sFH 18,field_artillery,12,field_artillery,12,0,100
GER_5CM_PAK_38,5cm PaK 38,anti_tank,18,anti_tank,18,0,100
GER_8.8CM_FLAK_36,8.8cm FlaK 36,anti_tank,6,anti_tank,6,0,100
GER_2CM_FLAK_38,2cm FlaK 38,anti_aircraft,8,anti_aircraft,8,0,100
GER_3.7CM_FLAK_36,3.7cm FlaK 36,anti_aircraft,4,anti_aircraft,4,0,100
