equipment_id,equipment_name,equipment_type,count,section,ready,damaged,operational_readiness
ITA_L3/33_TANKETTE,L3/33 Tankette,tanks,8,tanks,7,1,87
ITA_L3/35_TANKETTE,L3/35 Tankette,tanks,4,tanks,3,1,75
ITA_AB_40_ARMORED_CAR,AB 40 Armored Car,armored_cars,12,armored_cars,10,2,83
ITA_AB_41_ARMORED_CAR,AB 41 Armored Car,armored_cars,6,armored_cars,5,1,83
ITA_LANCIA_3RO,Lancia 3Ro,trucks,180,trucks,180,0,100
ITA_FIAT_626,Fiat 626,trucks,145,trucks,145,0,100
ITA_FIAT_634,Fiat 634,trucks,85,trucks,85,0,100
ITA_ALFA_ROMEO_430,Alfa Romeo 430,trucks,45,trucks,45,0,100
ITA_ASSORTED_LIGHT_TRUCKS,Assorted Light Trucks,trucks,30,trucks,30,0,100
ITA_MOTO_GUZZI_ALCE,Moto Guzzi Alce,motorcycles,125,motorcycles,125,0,100
ITA_MOTO_GUZZI_TRIALCE,Moto Guzzi Trialce,motorcycles,68,motorcycles,68,0,100
ITA_BIANCHI_M35,Bianchi M35,motorcycles,55,motorcycles,55,0,100
