equipment_id,equipment_name,equipment_type,count,section,ready,damaged,operational_readiness
GER_PANZER_II,Panzer II,tanks,9,tanks,7,2,77
GER_PANZER_III_(SHORT_50MM_L/42),Panzer III (short 50mm L/42),tanks,62,tanks,38,24,61
GER_PANZER_III_(LONG_50MM_L/60),Panzer III (long 50mm L/60),tanks,88,tanks,54,34,61
GER_PANZER_IV_(SHORT_75MM_L/24),Panzer IV (short 75mm L/24),tanks,14,tanks,8,6,57
GER_SDKFZ_222,SdKfz 222,armored_cars,52,armored_cars,32,20,61
GER_SDKFZ_231/232_(8_RAD),SdKfz 231/232 (8-rad),armored_cars,38,armored_cars,23,15,60
GER_SDKFZ_221/260/261,SdKfz 221/260/261,armored_cars,28,armored_cars,18,10,64
GER_SDKFZ_251,SdKfz 251,halftracks,188,halftracks,105,83,55
GER_SDKFZ_250,SdKfz 250,halftracks,93,halftracks,52,41,55
GER_SDKFZ_10/11,SdKfz 10/11,halftracks,61,halftracks,38,23,62
GER_OPEL_BLITZ_3_TON,Opel Blitz 3-ton,trucks,1880,trucks,1180,700,62
GER_MERCEDES_BENZ_L3000,Mercedes-Benz L3000,trucks,820,trucks,515,305,62
GER_LANCIA_3RO_(ITALIAN),Lancia 3Ro (Italian),trucks,780,trucks,385,395,49
GER_FIAT_626/634_(ITALIAN),Fiat 626/634 (Italian),trucks,920,trucks,460,460,50
GER_LIGHT_TRUCKS,Light trucks,trucks,880,trucks,615,265,69
GER_HEAVY_TRUCKS,Heavy trucks,trucks,540,trucks,395,145,73
GER_BMW_R75,BMW R75,motorcycles,705,motorcycles,465,240,65
GER_ZÜNDAPP_KS750,Zündapp KS750,motorcycles,420,motorcycles,275,145,65
GER_DKW_NZ350,DKW NZ350,motorcycles,125,motorcycles,85,40,68
GER_10.5CM_LEFH_18,10.5cm leFH 18,field_artillery,115,field_artillery,95,20,82
GER_15CM_SFH_18,15cm sFH 18,field_artillery,38,field_artillery,26,12,68
GER_10CM_K_18,10cm K 18,field_artillery,5,field_artillery,4,1,80
GER_7.5CM_PAK_40,7.5cm PaK 40,anti_tank,28,anti_tank,22,6,78
GER_5CM_PAK_38,5cm PaK 38,anti_tank,88,anti_tank,62,26,70
GER_3.7CM_PAK_36,3.7cm PaK 36,anti_tank,22,anti_tank,10,12,45
GER_7.62CM_PAK_36(R),7.62cm PaK 36(r),anti_tank,7,anti_tank,4,3,57
GER_8.8CM_FLAK_18/36/37,8.8cm FlaK 18/36/37,anti_aircraft,55,anti_aircraft,38,17,69
GER_3.7CM_FLAK_36,3.7cm FlaK 36,anti_aircraft,28,anti_aircraft,16,12,57
GER_2CM_FLAK_38,2cm FlaK 38,anti_aircraft,166,anti_aircraft,38,128,22
