equipment_id,equipment_name,equipment_type,count,section,ready,damaged,operational_readiness
BRI_M4_SHERMAN_II,M4 Sherman II,tanks,72,tanks,72,0,100
BRI_M3_GRANT,M3 Grant,tanks,65,tanks,65,0,100
BRI_CRUSADER_III,Crusader III,tanks,25,tanks,25,0,100
BRI_M3_STUART_'HONEY',M3 Stuart 'Honey',tanks,42,tanks,42,0,100
BRI_CRUSADER_II,Crusader II,tanks,14,tanks,14,0,100
BRI_HUMBER_ARMOURED_CAR,Humber Armoured Car,armored_cars,38,armored_cars,38,0,100
BRI_DAIMLER_ARMOURED_CAR,Daimler Armoured Car,armored_cars,32,armored_cars,32,0,100
BRI_MARMON_HERRINGTON_MK_II,Marmon-Herrington Mk II,armored_cars,26,armored_cars,26,0,100
BRI_BEDFORD_QL/OY,Bedford QL/OY,trucks,785,trucks,785,0,100
BRI_MORRIS_COMMERCIAL,Morris Commercial,trucks,625,trucks,625,0,100
BRI_CMP_CHEVROLET_C60L,CMP Chevrolet C60L,trucks,485,trucks,485,0,100
BRI_AUSTIN_K2,Austin K2,trucks,265,trucks,265,0,100
BRI_BEDFORD_MW,Bedford MW,trucks,125,trucks,125,0,100
BRI_NORTON_16H,Norton 16H,motorcycles,95,motorcycles,95,0,100
BRI_BSA_M20,BSA M20,motorcycles,50,motorcycles,50,0,100
