equipment_id,equipment_name,equipment_type,count,section,ready,damaged,operational_readiness
BRI_M3_GRANT,M3 Grant,tanks,78,tanks,72,6,92
BRI_CRUSADER_III,Crusader III,tanks,44,tanks,40,4,90
BRI_M3_STUART,M3 Stuart,tanks,38,tanks,34,4,89
BRI_CRUSADER_II,Crusader II,tanks,8,tanks,8,0,100
BRI_HUMBER_ARMOURED_CAR,Humber Armoured Car,armored_cars,36,armored_cars,34,2,94
BRI_DAIMLER_ARMOURED_CAR,Daimler Armoured Car,armored_cars,28,armored_cars,26,2,92
BRI_MARMON_HERRINGTON_MK_II,Marmon-Herrington Mk II,armored_cars,24,armored_cars,22,2,91
BRI_BEDFORD_QL,Bedford QL,trucks,765,trucks,765,0,100
BRI_MORRIS_C8,Morris C8,trucks,612,trucks,612,0,100
BRI_CMP_CHEVROLET,CMP Chevrolet,trucks,468,trucks,468,0,100
BRI_AUSTIN_K2,Austin K2,trucks,258,trucks,258,0,100
BRI_BEDFORD_MW,Bedford MW,trucks,122,trucks,122,0,100
BRI_NORTON_16H,Norton 16H,motorcycles,92,motorcycles,92,0,100
BRI_BSA_M20,BSA M20,motorcycles,46,motorcycles,46,0,100
BRI_QF_25_POUNDER_MK_II,QF 25-pounder Mk II,field_artillery,48,field_artillery,48,0,100
BRI_QF_6_POUNDER,QF 6-pounder,anti_tank,28,anti_tank,28,0,100
BRI_QF_2_POUNDER,QF 2-pounder,anti_tank,8,anti_tank,8,0,100
BRI_BOFORS_40MM,Bofors 40mm,anti_aircraft,18,anti_aircraft,18,0,100
BRI_OERLIKON_20MM,Oerlikon 20mm,anti_aircraft,6,anti_aircraft,6,0,100
