equipment_id,equipment_name,equipment_type,count,section,ready,damaged,operational_readiness
BRI_MATILDA_II_(A12),Matilda II (A12),tanks,23,tanks,23,0,100
BRI_MATILDA_I_(A11),Matilda I (A11),tanks,4,tanks,0,4,0
BRI_MORRIS_LIGHT_RECONNAISSANCE_CAR,Morris Light Reconnaissance Car,armored_cars,12,armored_cars,10,2,83
BRI_MARMON_HERRINGTON_MK_II,Marmon-Herrington Mk II,armored_cars,6,armored_cars,5,1,83
BRI_BEDFORD_3_TON_4X2,Bedford 3-ton 4x2,trucks,924,trucks,924,0,100
BRI_MORRIS_15_CWT,Morris 15-cwt,trucks,568,trucks,568,0,100
BRI_AUSTIN_K2_AMBULANCE,Austin K2 Ambulance,trucks,180,trucks,180,0,100
BRI_BEDFORD_30_CWT,Bedford 30-cwt,trucks,170,trucks,170,0,100
BRI_BSA_M20,BSA M20,motorcycles,86,motorcycles,86,0,100
BRI_NORTON_16H,Norton 16H,motorcycles,56,motorcycles,56,0,100
